Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03,36.97424127819072,37.36800316613737,35.281065160020106,36.71829605102539,53228400,0.0,0.0
2000-01-04,35.773264814031776,36.895486109793914,35.359814862961514,35.477943420410156,54119000,0.0,0.0
2000-01-05,35.005435920560316,36.65923604279151,34.45416921314992,35.85202407836914,64059600,0.0,0.0
2000-01-06,35.340130069039084,35.87170862718062,34.139156289534135,34.65104675292969,54976600,0.0,0.0
2000-01-07,34.21791362922912,35.359823290043444,33.804463579623935,35.103878021240234,62013600,0.0,0.0
2000-01-10,35.73389515313911,35.812647539151534,35.084187968536575,35.35982131958008,44963600,0.0,0.0
2000-01-11,35.12354609026227,35.989821890694756,34.237582203456334,34.45415115356445,46743600,0.0,0.0
2000-01-12,34.17851200543137,34.296640503146,32.898786613522944,33.33192443847656,66532400,0.0,0.0
2000-01-13,32.87911104948624,34.21790120000424,31.973458888841712,33.96195602416992,83144000,0.0,0.0
2000-01-14,33.76508550282841,35.89139992516397,33.31225928325696,35.35982131958008,73416400,0.0,0.0
2000-01-18,35.22198725134377,36.698593759924414,35.20229916456269,36.324520111083984,81483600,0.0,0.0
2000-01-19,34.80854585237592,35.1235553171033,33.391003261102696,33.70601272583008,97568200,0.0,0.0
2000-01-20,33.72569249935869,34.55259214032371,33.35161885225548,33.390995025634766,56349800,0.0,0.0
2000-01-21,33.706004793098174,33.7847571407456,32.52471957838679,32.68222427368164,68416200,0.0,0.0
2000-01-24,32.69698859556222,33.29255319289219,31.75688249564465,31.894699096679688,63597600,0.0,0.0
2000-01-25,31.815962344462385,32.72161473793099,31.36313614772808,32.38691711425781,59823200,0.0,0.0
2000-01-26,32.268782194605414,32.603479752450625,31.225313337793892,31.304065704345703,49365000,0.0,0.0
2000-01-27,31.466485325294205,31.875013134147547,30.63466364220728,31.107177734375,63654800,0.0,0.0
2000-01-28,30.91030795458922,31.579703158701346,30.634674635248935,30.949684143066406,58225400,0.0,0.0
2000-01-31,30.752798233909168,30.929991053438734,29.886522227320178,30.83155059814453,73194200,0.0,0.0
2000-02-01,31.028426725645826,32.52472141546123,30.772481581335295,32.4262809753418,70196600,0.0,0.0
2000-02-02,32.268785500334275,32.74129974805119,31.65845459703326,31.756895065307617,49915600,0.0,0.0
2000-02-03,32.150643025433915,32.82003792002347,31.540312386249315,32.642845153808594,49186000,0.0,0.0
2000-02-04,32.87911589054767,34.021025304710406,32.80528554049405,33.568199157714844,55365400,0.0,0.0
2000-02-07,33.64693962535433,33.666627711735465,32.83972808372793,33.58787536621094,40005800,0.0,0.0
2000-02-08,33.528811007483974,34.651031927875394,33.528811007483974,34.631343841552734,56229000,0.0,0.0
2000-02-09,34.47384236867611,34.47384236867611,32.721602522409874,32.76097869873047,55090000,0.0,0.0
2000-02-10,32.72652209985931,33.56818780584155,32.28846217101475,33.390995025634766,54527800,0.0,0.0
2000-02-11,33.03660561547867,33.03660561547867,31.22530185110201,31.481246948242188,115559000,0.0,0.0
2000-02-14,31.889773017040906,32.052199704733816,31.205612120395024,31.38280487060547,81028600,0.0,0.0
2000-02-15,31.422200030591114,31.500952411620165,30.910309553902287,31.048126220703125,71027600,0.0,0.0
2000-02-16,31.264688445419722,31.560009809828596,30.5952933527596,30.752798080444336,65202600,0.0,0.0
2000-02-17,31.028419370184576,31.402492953962184,30.600203557176002,31.38280487060547,80343400,0.0,0.0
2000-02-18,31.500944379597097,31.520632469834347,29.88652098014275,29.945585250854492,79063000,0.0,0.0
2000-02-22,29.965278348471625,30.595297341343564,29.236818887963445,29.551828384399414,66296200,0.0,0.0
2000-02-23,29.453388639090864,30.162160023454014,29.000562476858853,29.689645767211914,75847200,0.0,0.0
2000-02-24,29.689621384351423,30.201511408219552,28.980850582072478,29.847126007080078,69733200,0.0,0.0
2000-02-25,29.827446359873306,29.832368380724773,28.50834477168089,28.76428985595703,65301400,0.0,0.0
2000-02-28,28.429607659557984,29.020250477969853,27.760212465357863,28.84305763244629,76131800,0.0,0.0
2000-02-29,28.90212406611943,28.90212406611943,27.996471677126586,28.153976440429688,58437400,0.0,0.0
2000-03-01,28.23273006473339,29.64042894871417,28.016161005659423,28.60680389404297,106889800,0.0,0.0
2000-03-02,28.921804924726167,30.044026082458902,28.705235929374233,29.41400718688965,106932600,0.0,0.0
2000-03-03,29.84713182585757,31.14654521669306,29.571498682347013,30.280269622802734,101435200,0.0,0.0
2000-03-06,30.240905172413793,30.674043137122847,28.390224777747846,28.5477294921875,93609400,0.0,0.0
2000-03-07,30.280274949516613,30.713412822656643,28.961173244953798,29.256494522094727,135061000,0.0,0.0
2000-03-08,29.551831243551188,30.299978869970207,28.665866949107617,30.103097915649414,94290000,0.0,0.0
2000-03-09,30.02433556318283,31.50094223022461,29.925895118713377,31.50094223022461,88198800,0.0,0.0
2000-03-10,31.363139408649783,32.288479993839076,31.343451311092565,31.81596565246582,85589000,0.0,0.0
2000-03-13,30.752778359821864,31.579677649906703,30.71340220315116,30.870906829833984,61831800,0.0,0.0
2000-03-14,31.06780198557148,31.26468286000476,29.965269088745117,29.965269088745117,73489200,0.0,0.0
2000-03-15,29.788074577151555,30.437781425166097,29.512441368902962,30.04401969909668,53208000,0.0,0.0
2000-03-16,30.22121247582792,30.45746951146957,29.374624764778666,30.04401969909668,77300800,0.0,0.0
2000-03-17,30.00465165624079,31.343441887621612,29.76839455658535,31.304065704345703,81161600,0.0,0.0
2000-03-20,31.10718743026792,31.42219692323266,30.398416071097262,30.674049377441406,47773000,0.0,0.0
2000-03-21,30.47716149100422,32.48534655048899,30.398409135730308,32.367218017578125,81648800,0.0,0.0
2000-03-22,32.386914026939266,33.27287824044216,31.855335498837526,32.52473068237305,93975800,0.0,0.0
2000-03-23,33.64694854054371,35.556693425524834,33.587884265750475,35.24168395996094,148224000,0.0,0.0
2000-03-24,35.47795008065384,36.22609775161103,34.51323334705116,35.1826286315918,112196800,0.0,0.0
2000-03-27,33.94718555931573,34.09976824053057,32.74129017552098,32.78066635131836,111434000,0.0,0.0
2000-03-28,32.6428555853714,33.843829162396524,32.24909375683857,32.85942459106445,81114400,0.0,0.0
2000-03-29,33.13506052222961,34.316346102344745,33.11537242922769,33.765079498291016,64363800,0.0,0.0
2000-03-30,33.45007017705287,34.217905807956384,32.288472684147564,32.56410598754883,64178400,0.0,0.0
2000-03-31,33.39098948759191,34.09976049086627,32.80034698486328,33.46974182128906,64281400,0.0,0.0
2000-04-03,29.748705088682318,30.398412082677368,28.35085064705661,28.626483917236328,260118200,0.0,0.0
2000-04-04,28.843047983981222,28.980864595508777,26.756110723706815,27.898019790649414,181244400,0.0,0.0
2000-04-05,27.799581259963478,27.87833361480757,27.051433888944633,27.208938598632812,82887600,0.0,0.0
2000-04-06,27.681459299353666,27.72083548612373,26.85948140052862,27.090816497802734,66421400,0.0,0.0
2000-04-07,27.40582166169819,28.153969092118114,26.77580277292352,28.05552864074707,82613600,0.0,0.0
2000-04-10,27.91771203777283,27.91771203777283,27.090812245398737,27.11050033569336,60685400,0.0,0.0
2000-04-11,26.81518678622523,27.11050822660216,26.303296289571886,26.421424865722656,71961800,0.0,0.0
2000-04-12,25.87015174204909,25.90952792430487,24.80699482114296,25.003875732421875,153003800,0.0,0.0
2000-04-13,25.47638108226403,25.909518936831116,24.885738553308915,24.96449089050293,94316200,0.0,0.0
2000-04-14,24.925119933953376,25.043248464446044,23.074439622901544,23.350072860717773,151217800,0.0,0.0
2000-04-17,23.38945016122532,23.94071666334174,22.995688373999304,23.90134048461914,119772200,0.0,0.0
2000-04-18,24.098231928953375,25.811096453315255,23.901350949141662,25.377958297729492,91794600,0.0,0.0
2000-04-19,25.65358773217114,25.673275827130595,24.610118699319973,24.787311553955078,53715400,0.0,0.0
2000-04-20,24.767617896918917,25.161379707680744,24.413232267233273,24.866058349609375,52387400,0.0,0.0
2000-04-24,21.184383943425335,21.42064101342636,20.475612733422256,20.987503051757812,313645800,0.0,0.0
2000-04-25,21.65689605850357,21.89315310641452,21.30251048663715,21.853776931762695,159517400,0.0,0.0
2000-04-26,22.050671577453613,22.40505737066269,21.223771393299103,21.420652389526367,107091200,0.0,0.0
2000-04-27,21.243448812404484,22.030972401372214,21.223760722680293,21.991596221923828,77669800,0.0,0.0
2000-04-28,22.28692768466088,22.365680079306326,21.499403738206432,21.9719181060791,78082600,0.0,0.0
2000-05-01,22.956312064312876,23.310697670794546,22.582238368582217,23.13350486755371,107811000,0.0,0.0
2000-05-02,22.936618110574848,23.15318703694079,21.893149647175306,22.01127815246582,97716200,0.0,0.0
2000-05-03,22.16878570002513,22.30660230739651,21.676583530841622,22.22784996032715,55354800,0.0,0.0
2000-05-04,22.14910609593091,22.444427510543324,21.834096587011004,22.1884822845459,43317200,0.0,0.0
2000-05-05,22.12941320248354,22.62161545342846,22.01128466225676,22.405046463012695,36402200,0.0,0.0
2000-05-08,22.345981836959304,22.48379846502866,21.952220042475442,21.991596221923828,36187600,0.0,0.0
2000-05-09,22.109739238545643,22.188491649012413,21.263150826027864,21.361591339111328,60778400,0.0,0.0
2000-05-10,21.341889832580392,21.38126601308331,20.71187094453374,20.849687576293945,67740000,0.0,0.0
2000-05-11,20.987509458763164,21.46002374301299,20.711876126284096,21.381271362304688,58390800,0.0,0.0
2000-05-12,21.558459513193906,21.971909421666115,21.499395240555017,21.67658805847168,37886000,0.0,0.0
2000-05-15,21.73564840780722,21.873465019088606,21.420639010592623,21.853776931762695,33899600,0.0,0.0
2000-05-16,21.912838414418612,22.247535856507668,21.75533373578847,21.893150329589844,48410600,0.0,0.0
2000-05-17,21.696276413766963,21.775028778245243,21.184386044658122,21.322202682495117,53242000,0.0,0.0
2000-05-18,21.44033028383768,21.44033028383768,20.751247125036656,20.849687576293945,53640400,0.0,0.0
2000-05-19,20.593736903239165,20.770929668180994,20.318103713329656,20.495296478271484,66578000,0.0,0.0
