Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04,13.587925910949709,13.587925910949709,13.587925910949709,13.587925910949707,0,0.0,0
2010-01-05,13.622154235839844,13.622154235839844,13.622154235839844,13.622154235839844,0,0.0,0
2010-01-06,13.646600723266603,13.646600723266603,13.646600723266603,13.646600723266602,0,0.0,0
2010-01-07,13.651490211486816,13.651490211486816,13.651490211486816,13.651490211486816,0,0.0,0
2010-01-08,13.734613418579102,13.734613418579102,13.734613418579102,13.734613418579102,0,0.0,0
2010-01-11,13.734613418579102,13.734613418579102,13.734613418579102,13.734613418579102,0,0.0,0
2010-01-12,13.578147888183594,13.578147888183594,13.578147888183594,13.578147888183594,0,0.0,0
2010-01-13,13.685713768005371,13.685713768005371,13.685713768005371,13.685713768005371,0,0.0,0
2010-01-14,13.739502906799316,13.739502906799316,13.739502906799316,13.739502906799316,0,0.0,0
2010-01-15,13.578147888183594,13.578147888183594,13.578147888183594,13.578147888183594,0,0.0,0
2010-01-19,13.715052604675293,13.715052604675293,13.715052604675293,13.715052604675293,0,0.0,0
2010-01-20,13.543919563293457,13.543919563293457,13.543919563293457,13.543919563293457,0,0.0,0
2010-01-21,13.333671569824219,13.333671569824219,13.333671569824219,13.333671569824219,0,0.0,0
2010-01-22,13.045190811157228,13.045190811157228,13.045190811157228,13.045190811157227,0,0.0,0
2010-01-25,13.09408760070801,13.09408760070801,13.09408760070801,13.094087600708008,0,0.0,0
2010-01-26,13.04030227661133,13.04030227661133,13.04030227661133,13.040302276611328,0,0.0,0
2010-01-27,13.074528694152832,13.074528694152832,13.074528694152832,13.074528694152832,0,0.0,0
2010-01-28,12.922954559326172,12.922954559326172,12.922954559326172,12.922954559326172,0,0.0,0
2010-01-29,12.771379470825195,12.771379470825195,12.771379470825195,12.771379470825195,0,0.0,0
2010-02-01,12.966959953308105,12.966959953308105,12.966959953308105,12.966959953308105,0,0.0,0
2010-02-02,13.103863716125487,13.103863716125487,13.103863716125487,13.103863716125488,0,0.0,0
2010-02-03,13.069638252258303,13.069638252258303,13.069638252258303,13.0696382522583,0,0.0,0
2010-02-04,12.654031753540039,12.654031753540039,12.654031753540039,12.654031753540039,0,0.0,0
2010-02-05,12.673589706420898,12.673589706420898,12.673589706420898,12.673589706420898,0,0.0,0
2010-02-08,12.580687522888184,12.580687522888184,12.580687522888184,12.580687522888184,0,0.0,0
2010-02-09,12.756711006164549,12.756711006164549,12.756711006164549,12.75671100616455,0,0.0,0
2010-02-10,12.70781421661377,12.70781421661377,12.70781421661377,12.70781421661377,0,0.0,0
2010-02-11,12.87406063079834,12.87406063079834,12.87406063079834,12.87406063079834,0,0.0,0
2010-02-12,12.849611282348633,12.849611282348633,12.849611282348633,12.849611282348633,0,0.0,0
2010-02-16,13.07941722869873,13.07941722869873,13.07941722869873,13.07941722869873,0,0.0,0
2010-02-17,13.133201599121094,13.133201599121094,13.133201599121094,13.133201599121094,0,0.0,0
2010-02-18,13.221213340759276,13.221213340759276,13.221213340759276,13.221213340759277,0,0.0,0
2010-02-19,13.240769386291502,13.240769386291502,13.240769386291502,13.240769386291504,0,0.0,0
2010-02-22,13.23099136352539,13.23099136352539,13.23099136352539,13.23099136352539,0,0.0,0
2010-02-23,13.04030227661133,13.04030227661133,13.04030227661133,13.040302276611328,0,0.0,0
2010-02-24,13.147871017456056,13.147871017456056,13.147871017456056,13.147871017456055,0,0.0,0
2010-02-25,13.113645553588867,13.113645553588867,13.113645553588867,13.113645553588867,0,0.0,0
2010-02-26,13.152762413024904,13.152762413024904,13.152762413024904,13.152762413024902,0,0.0,0
2010-03-01,13.299445152282715,13.299445152282715,13.299445152282715,13.299445152282715,0,0.0,0
2010-03-02,13.363009452819824,13.363009452819824,13.363009452819824,13.363009452819824,0,0.0,0
2010-03-03,13.402125358581543,13.402125358581543,13.402125358581543,13.402125358581543,0,0.0,0
2010-03-04,13.416793823242188,13.416793823242188,13.416793823242188,13.416793823242188,0,0.0,0
2010-03-05,13.612375259399414,13.612375259399414,13.612375259399414,13.612375259399414,0,0.0,0
2010-03-08,13.612375259399414,13.612375259399414,13.612375259399414,13.612375259399414,0,0.0,0
2010-03-09,13.627041816711428,13.627041816711428,13.627041816711428,13.627041816711426,0,0.0,0
2010-03-10,13.70038604736328,13.70038604736328,13.70038604736328,13.700386047363281,0,0.0,0
2010-03-11,13.744388580322266,13.744388580322266,13.744388580322266,13.744388580322266,0,0.0,0
2010-03-12,13.74928092956543,13.74928092956543,13.74928092956543,13.74928092956543,0,0.0,0
2010-03-15,13.710163116455078,13.710163116455078,13.710163116455078,13.710163116455078,0,0.0,0
2010-03-16,13.81284236907959,13.81284236907959,13.81284236907959,13.81284236907959,0,0.0,0
2010-03-17,13.891074180603027,13.891074180603027,13.891074180603027,13.891074180603027,0,0.0,0
2010-03-18,13.856849670410156,13.856849670410156,13.856849670410156,13.856849670410156,0,0.0,0
2010-03-19,13.783506393432619,13.783506393432619,13.783506393432619,13.783506393432617,0,0.0,0
2010-03-22,13.847067832946777,13.847067832946777,13.847067832946777,13.847067832946777,0,0.0,0
2010-03-23,13.930190086364748,13.930190086364748,13.930190086364748,13.930190086364746,0,0.0,0
2010-03-24,13.83729076385498,13.83729076385498,13.83729076385498,13.83729076385498,0,0.0,0
2010-03-25,13.803063392639158,13.803063392639158,13.803063392639158,13.80306339263916,0,0.0,0
2010-03-26,13.82262134552002,13.82262134552002,13.82262134552002,13.82262134552002,0,0.0,0
2010-03-29,13.915522575378418,13.915522575378418,13.915522575378418,13.915522575378418,0,0.0,0
2010-03-30,13.93508052825928,13.93508052825928,13.93508052825928,13.935080528259277,0,0.0,0
2010-03-31,13.920411109924315,13.920411109924315,13.920411109924315,13.920411109924316,0,0.0,0
